time,user,result,city,device,action,download_size
2025-07-17 17:54:48,Anna,success,Wien,PC,login,small
2025-07-18 13:33:31,Eva,success,Wien,PC,login,small
2025-07-17 17:14:21,Clara,success,Wien,Handy,login,small
2025-07-18 17:38:13,Ben,success,Wien,Handy,login,small
2025-07-20 10:54:44,David,success,Wien,Tablet,login,small
2025-07-20 02:31:00,Clara,success,Wien,PC,download,large
2025-07-19 15:43:44,Anna,success,Wien,Tablet,login,small
2025-07-19 15:38:07,Anna,success,Berlin,Tablet,login,small
2025-07-17 10:44:27,Eva,success,Wien,Tablet,login,small
2025-07-19 17:38:02,Anna,success,Berlin,Tablet,login,small
2025-07-18 15:16:06,Eva,success,Berlin,PC,login,small
2025-07-19 09:12:36,David,fail,Wien,PC,login,small
2025-07-19 12:17:41,Eva,success,Berlin,Tablet,login,small
2025-07-19 10:50:52,Clara,success,Wien,Tablet,login,small
2025-07-20 17:54:31,Anna,success,Wien,Handy,login,small
2025-07-19 11:55:48,Eva,success,Wien,Handy,login,small
2025-07-20 10:42:23,Eva,fail,Berlin,Handy,login,small
2025-07-19 16:48:21,David,success,Wien,Handy,login,small
2025-07-19 17:36:14,Anna,success,Wien,Handy,login,small
2025-07-17 15:10:46,Eva,fail,Wien,PC,login,small
2025-07-17 15:09:17,Anna,success,Wien,Handy,login,small
2025-07-20 16:20:38,Anna,success,Wien,Handy,login,small
2025-07-19 10:57:18,Anna,success,Wien,Handy,login,small
2025-07-18 14:37:00,Clara,fail,London,Tablet,login,small
2025-07-19 14:08:08,Eva,fail,Wien,Tablet,login,small
2025-07-18 09:47:41,David,success,Wien,PC,login,small
2025-07-18 13:15:35,David,fail,Wien,PC,login,small
2025-07-18 13:41:12,David,success,Wien,PC,login,small
2025-07-18 15:36:36,Clara,fail,Berlin,PC,login,small
2025-07-19 09:40:55,Ben,success,Wien,Handy,login,small
2025-07-18 17:39:44,David,success,Wien,Tablet,login,small
2025-07-19 09:15:17,Eva,success,Wien,Handy,login,small
2025-07-20 15:50:04,Clara,success,Wien,PC,login,small
2025-07-18 10:53:21,Eva,fail,Wien,Handy,login,small
2025-07-20 16:22:53,Ben,success,Wien,Tablet,login,small
2025-07-19 14:59:55,Clara,success,Wien,Handy,login,small
2025-07-20 12:46:11,David,success,Wien,PC,login,small
2025-07-19 17:53:02,Anna,success,Wien,Handy,login,small
2025-07-19 16:56:08,Anna,success,Berlin,Handy,login,small
2025-07-18 13:29:25,Ben,fail,Berlin,Tablet,login,small
2025-07-20 15:17:40,David,success,Wien,PC,login,small
2025-07-17 13:18:44,David,fail,Wien,Tablet,login,small
2025-07-20 16:42:31,David,success,Berlin,Tablet,login,small
2025-07-18 12:51:38,Anna,fail,Wien,PC,login,small
2025-07-18 11:50:09,Ben,success,Berlin,Handy,login,small
2025-07-17 17:23:56,David,success,Berlin,Handy,login,small
2025-07-20 11:30:53,Eva,success,Wien,Handy,login,small
2025-07-17 16:56:00,Eva,fail,Paris,PC,login,small
2025-07-20 17:11:41,Ben,fail,Berlin,PC,login,small
2025-07-20 16:00:33,Anna,success,Wien,Tablet,login,small
2025-07-18 10:10:20,Clara,fail,Wien,PC,login,small
2025-07-17 16:51:00,Clara,fail,London,Handy,login,small
2025-07-19 15:41:34,Anna,fail,Wien,PC,login,small
2025-07-17 16:53:13,David,success,Berlin,PC,login,small
2025-07-20 15:14:02,Ben,success,Wien,PC,login,small
2025-07-19 12:05:55,David,success,Wien,Handy,login,small
2025-07-17 09:26:33,Anna,success,Wien,Tablet,login,small
2025-07-18 17:49:50,David,success,Wien,Handy,login,small
2025-07-19 16:59:10,Clara,success,Berlin,Tablet,login,small
2025-07-19 10:26:08,Ben,success,Wien,Tablet,login,small
2025-07-19 11:06:19,David,success,Wien,Tablet,login,small
2025-07-20 12:07:30,Clara,success,Wien,Handy,login,small
2025-07-18 17:25:45,Anna,success,Wien,Tablet,login,small
2025-07-17 17:13:10,David,success,Wien,Handy,login,small
2025-07-19 16:44:23,Eva,success,Berlin,Handy,login,small
2025-07-18 10:02:38,Eva,success,Wien,Handy,login,small
2025-07-20 14:52:16,Ben,fail,Wien,Tablet,login,small
2025-07-17 11:58:47,David,fail,Wien,Tablet,login,small
2025-07-18 11:52:00,Ben,success,Wien,PC,login,small
2025-07-17 13:38:32,David,success,Berlin,Handy,login,small
2025-07-20 10:12:52,Ben,success,Berlin,PC,login,small
2025-07-19 14:41:01,Eva,success,Wien,PC,login,small
2025-07-18 16:10:43,Anna,success,Wien,PC,login,small
2025-07-19 13:43:36,David,success,Berlin,Handy,login,small
2025-07-18 10:50:06,Ben,success,Berlin,Tablet,login,small
2025-07-17 15:21:48,Clara,success,Wien,Tablet,login,small
2025-07-17 12:48:49,Clara,success,Wien,Handy,login,small
2025-07-18 13:37:12,Clara,success,Berlin,PC,login,small
2025-07-18 16:13:06,Ben,success,Berlin,PC,login,small
2025-07-17 16:45:37,David,fail,Wien,Handy,login,small
2025-07-19 09:25:37,Eva,success,Wien,Tablet,login,small
2025-07-18 10:05:17,David,success,Wien,Tablet,login,small
2025-07-19 16:36:56,Clara,fail,Wien,PC,login,small
2025-07-18 16:20:53,Eva,success,Wien,Tablet,login,small
2025-07-20 16:37:14,Clara,success,Wien,PC,login,small
2025-07-20 15:12:22,Clara,success,Wien,PC,login,small
2025-07-19 12:29:47,David,fail,Wien,PC,login,small
2025-07-19 16:35:57,Eva,success,Berlin,PC,login,small
2025-07-20 17:12:30,Eva,fail,Berlin,PC,login,small
2025-07-18 11:53:48,Eva,success,Wien,Handy,login,small
2025-07-18 09:49:17,Eva,success,Berlin,Tablet,login,small
2025-07-17 12:37:11,Ben,success,Berlin,Handy,login,small
2025-07-17 12:28:14,Ben,success,Wien,Tablet,login,small
2025-07-20 09:53:22,Ben,success,Wien,Tablet,login,small
2025-07-17 12:25:37,Ben,fail,Wien,Tablet,login,small
2025-07-19 09:52:27,Anna,success,Berlin,Handy,login,small
2025-07-20 11:22:59,Clara,success,Wien,PC,login,small
2025-07-20 10:24:26,David,fail,Wien,Handy,login,small
2025-07-19 12:01:31,Anna,success,Wien,PC,login,small
2025-07-18 12:04:33,David,success,Berlin,Handy,login,small
2025-07-17 11:19:48,Clara,success,Wien,Tablet,login,small
2025-07-20 09:45:04,David,fail,Berlin,Tablet,login,small
2025-07-20 16:50:05,Anna,success,Berlin,Tablet,login,small
2025-07-18 13:09:28,Clara,success,Wien,Handy,login,small
2025-07-19 17:54:13,Anna,success,Berlin,Tablet,login,small
2025-07-19 11:03:56,Clara,success,Wien,PC,login,small
